,chain,x-axis,y-axis,radius,proposal,proportion,validator_num,proposal_num,cluster_num,similar_chains,validators
0,cosmos,-3.9321094,-3.1363611,16.389515,"{'23.12-24.02': 25, '24.03-24.05': 41, '24.06-24.08': 23, '24.09-24.11': 19}","{0: 0.017793594306049824, 1: 0.05338078291814947, 2: 0.12455516014234876, 3: 0.2491103202846975, 4: 0.02491103202846975, 5: 0.017793594306049824, 6: 0.05693950177935943, 7: 0.4555160142348754}",281.0,249.0,8.0,['osmosis'],"['Chainflow', 'Imperatorco', 'StakeWithUs', 'Staking Fund', 'BHarvest', 'Provalidator', 'Simply Staking', 'StakeLabzone', 'BouBouNode', 'SpacePotato', 'Crosnest', 'Vitwit Previously Witval', 'SG1', 'KalpaTech', 'Chorus One', 'Forbole', 'in3scom', 'vidoinfo', 'Swiss Staking', '01node', 'stakesystems  autocompound', 'kytzu', 'POSTHUMAN  StakeDrop', 'Ping', 'Notional', 'jabbey', '0basevc', 'Sr20de', 'Smart Stake ', 'WhisperNode ', 'openbitlab', 'Node Guardians', 'Nodeist', 'stakefish', 'Zero Knowledge Validator ZKV', 'Chill Validation', 'Figment', 'a41', 'CrowdControl', 'alphabai', 'Tessellated', 'Gelotto  Slash Protected', 'Golden Ratio Staking', 'Stakewollecom 100 Insurance', 'Ubik Capital', 'Kahuna', 'CommunityStaking', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'Stakelyio', 'interchainFM', 'ECO Stake ', 'NosNode', 'Citadelone', 'Informal Systems', ' LavenderFive Nodes ', 'KingSuper', 'Frens ', 'Cosmostation', 'Kleomedes', 'DOUBLETOP', 'White Whale', 'Silk Nodes', 'BlockHunters ', 'GATA HUB', 'BasBlock', 'Kintsugi Nodes', 'NodesGuru', 'Coinage x DAIC', 'blockscape', 'Keplr', 'Stakecito', 'Meria', 'PRO Delegators', 'Interstellar Lounge ', 'DELIGHT', 'DSRV', 'Blockdaemon', 'MMS', 'BronBro', 'Cypher Core', 'node101', 'test', 'Stakeflow', 'ChainLayer', 'Active Nodes', 'strangelove', 'Allnodes', 'Klub Staking', 'FreshSTAKING', 'SmartNodes', 'CryptoDungeon', 'commercionetwork', 'SHUTTING DOWN AUDITone', 'S16 Research Ventures', 'dForce', 'ShapeShift DAO', 'Leonoors Cryptoman', 'iqlusion', 'Tedcryptoio   TedLotto', 'validatornetwork', 'Trust Nodes', 'Interbloc', 'Valnodes  Carbon Neutral Staking', 'Everstake', 'CroutonDigital', 'StakeRelax ', ' Vortexlive ', 'Blockpower', 'AIR DROP STATION', 'IcyCRO ', 'Inactive Validator', 'Sunshine Validation solarpower', 'Multiplex', 'PRYZM  StakeDrop', 'EZ Staking', 'Regenerator  Green Validator ', 'Stakin', 'Disperze', 'windpowerstake', 'Please Redelegate', 'WeStaking', 'redelegateplease', 'Enigma', 'nysanetwork', 'ChainTools', 'Shutting down redelegate', 'HashKey Cloud', ' uGaenn ', 'PUPMS', 'LOA Labs', 'Shutting down please redelegate', 'Wetez', 'Architect Nodes', 'BitValidator', 'Inactive', 'Huginn', 'Crypto Plant', 'Virtual Hive', 'Easy 2 Stake', 'Sikka', 'SNZPool', 'Huobi', 'stakezone', 'MANTRA', 'cosmosrescue', 'DLINODESCOM', 'decommissioned', 'Dora Factory PGS', ' polkachucom', 'Oni   Stake for BoostDrop ', '0xDEADBEEF', 'w3coins', 'StakeSeeker by BTCS', 'P2PORG  P2P Validator', 'TTT ', 'coinhallorg ', 'Atomic power node', 'HLT', 'DECOMMISSIONED', 'bitszn', 'hashtower', 'Valid8r', 'Stigga', 'Nodiums', 'Station8', 'Cosmic Validator  100 Uptime  Autocompound', 'HelionCosmosValidator', ' The Chicken Coop   NFT Airdrops', 'chainnode', 'test kim', 'Certus One', 'Colossus', 'Bunkerstakeio', 'Andromaverse Labs', 'Post Road', 'Twinstake', 'AuraStake', 'NASDAQBTCS', 'grantfish', 'GAME', 'deboREDELEGATE FROM US', 'noma', 'lunamint', 'Compass', 'Dawnsworld', 'IRISNET', 'Citizen Web3', 'omega3', 'BlueStake ', ' CryptoCrew Validators  Winner GameOfChains', 'securesecrets', 'zoomerlabs', ' Earn Stash', 'Kiln', 'Luganodes', 'HighStakesch  Stake for Airdrop', 'AgoraNodes', 'DokiaCapital', 'Moonstake', 'Cosmos Spaces', ' Quokka Stake', 'airdropdao', 'Don Cryptonium', 'MultiChain ventures', 'Sygnum', 'ChainUp  NewHuo', 'MathWallet', 'MyCosmosValidator', 'end', 'TeeNode', 'Fanfury  furyfan  Stake to Win', 'Paradigm', 'UNSTAKEREDELEGATE', 'InfStones', 'Flipside', 'Stargaze', 'kochacolaj', 'NO Fee to 2025   meleaxyz', 'DragonStake', 'DelegaNetworks ', 'nyliranet', ' KysenPool Sky  ', 'DO NOT DELEGATE  Defi Wallet', 'Umbrella ', 'Sentinel', 'Staking Facilities', 'Crypto Lion', 'Blocks United  blocksunitedcom', 'TerraBitcoin Club', 'Liqee', 'BlockPI', 'Stir', 'Lightning Capital  Decommissioning May 2  Please Unbond', 'Binary Holdings', 'STAKE FRITES    DO NOT DELEGATE', 'Coinbase Cloud', 'Numenorone', 'Sunflower', 'Cryptostakecom ', 'inactive validator Do NOT delegate', 'decomm', 'PumpkinFarms', 'CEXIO Validator', 'Ztakeorg', 'Huobi1', 'stake2earn', 'nakanodoxyz', 'Onbloc Node', 'RoundTable21 by WildSage Labs', ' Earthstar ', 'Moonlet', 'sleepykitten', ' JADE DAO ', 'KuCoin', 'KEK', 'melange', 'King Hugo', 'Ivaldi Labs', 'anythings', 'HyperblocksPro', 'Yieldera', 'CROSSTECH', 'CLOSED DOWN', 'Amplifier', 'Commons Hub', 'Factor', 'bitlabs', 'Alessandro Mazza', ' kjnodescom ', 'BigBrainStaking', 'Defi Wallet', 'Leap Wallet', 'cosmos Af', 'Altiplanic', 'Inu X', 'CloudByte', 'genznodes', 'authztestvalidator', 'NodeStake  LottoDrop', 'biglazycatcom']"
1,kava,-0.47235948,1.2350811,14.392602,"{'23.12-24.02': 7, '24.03-24.05': 5, '24.06-24.08': 8, '24.09-24.11': 5}","{0: 0.016, 1: 0.064, 2: 0.152, 3: 0.184, 4: 0.032, 5: 0.4, 6: 0.064, 7: 0.088}",125.0,188.0,8.0,['gravity-bridge'],"[' AutoStake  Slash Protected', 'StakeWithUs', 'BHarvest', 'Crosnest', 'SG1', 'Chorus One', 'Forbole', 'Bi23 Labs', 'kytzu', 'Notional', ' block pane ', 'stakefish', 'd3akashcloud', 'Figment', 'Oldcat', ' Stakepile', 'CLOSED', 'Citadelone', 'Frens ', 'Cosmostation', 'Kleomedes', 'Coinage x DAIC', 'polkachucom', 'Meria', 'Stakeflow', 'ChainLayer', 'DACM', 'Allnodes', 'PoS Node', 'SmartNodes', 'Quebec', 'MrK', 'Redelegate', 'Trust Nodes', 'Everstake', 'AlphaNodes', 'coaction', 'Please Redelegate', 'WeStaking', 'offline', 'Decloud Nodes Lab', 'ChainTools', '0 Fee  ACI69  Airdrops', 'Consensus One', ' uGaenn ', 'Wetez', 'Validatriumcom', 'Inter Blockchain Services', 'Bit Cat', 'Easy 2 Stake', 'Nodeasycom', 'Huobi', 'ChainodeTech', 'Psycho Node', 'TRGC By Liquify', 'StakeSeeker by BTCS', 'europlots', 'P2PORG  P2P Validator', 'Colossus', 'Kiln', 'Luganodes', 'InfStones', 'Stir', 'Sunflower', 'Cryptostakecom ', 'CEXIO Validator', 'stake2earn', 'StakeCraft', 'Staked', 'Winter Validator', 'StakeLab', 'Anchor Staking', 'Masternode24de', 'KJINCio', ' CryptoCrew Validators IBCgang', 'BitNordic', 'Kiki Finance', 'openstakenet', 'OtterSync', 'Bitference', 'clubwfh', 'Validator Deprecated and Merged Please redelagate to AtlasStaking', ' EarnStash', 'DECOMMISSIONED AUDITone', 'Asteroid', '0 Fee  Stakewollecom', 'cyberp3810', 'Stakincom ', 'SUNREN  0 Fee', 'DeCrypto', 'MKVone', 'Redelegate before 10072022', 'NBG', '0 Fee MPress', 'funky', 'Inactive  Please Redelegate', ' KysenPool', 'Insight Finance', 'KAVAxAiden  High Staking Reward', 'Bitget  0 Fee', 'validator closing  please redelgate', 'Moonshinecc Validation  CM1', '0 Fee to 2023  Avaultocom', 'vinividivici', 'MANTRA DAO', 'Stakebg', 'CLOSED decentralizehk  DHK dao', 'NQ4NET', 'DEXhybrid', 'DelosNode', 'BNB48Club', '0 Fee to TOP 1   meleaxyz ', 'Atlas Staking  Auto compound rewards ', 'HbStaking', 'JupiterIAM', 'IvoryTower', 'Ystad', 'Share Staker  Airdrop  Check Web', '101', 'BoxedCloudnet  0 until 2024', 'REDELEGATEPrometey', '0 Fee  NymbusNode', 'POSTHUMAN', 'Staking4All', 'kavamainnetsk']"
2,injective,-2.1563368,-5.2328978,14.819475,"{'23.12-24.02': 49, '24.03-24.05': 49, '24.06-24.08': 27, '24.09-24.11': 30}","{0: 0.0392156862745098, 1: 0.029411764705882353, 2: 0.0196078431372549, 3: 0.27450980392156865, 4: 0.0196078431372549, 5: 0.00980392156862745, 6: 0.5392156862745098, 7: 0.06862745098039216}",102.0,406.0,8.0,['terra'],"['Imperatorco', ' AutoStake  Slash Protected', 'StakeWithUs', 'BHarvest', 'StakeLabzone', 'Crosnest', 'Chorus One', 'Forbole', 'Bi23 Labs', 'POSTHUMAN  StakeDrop', 'Notional', 'jabbey', 'Smart Stake ', 'WhisperNode ', 'Figment', 'Golden Ratio Staking', 'Ubik Capital', 'Stakelyio', 'ECO Stake ', 'Citadelone', 'Informal Systems', ' LavenderFive Nodes ', 'Frens ', 'Cosmostation', 'DOUBLETOP', 'White Whale', 'BlockHunters ', 'Coinage x DAIC', 'Dora Factory', 'Keplr', 'Stakecito', 'DSRV', 'BronBro', 'Allnodes', 'Trust Nodes', 'Everstake', 'PRYZM  StakeDrop', 'SCVSecurity', 'Please Redelegate', 'redelegateplease', 'nysanetwork', 'Stakewollecom  Autocompound', 'Architect Nodes', 'PFC  Stake for SOUL airdrop', 'Huobi', 'cosmosrescue', ' polkachucom', 'inactive', 'w3coins', ' CryptoCrew Validators', 'TTT ', 'coinhallorg ', 'Twinstake', 'Kiln', 'HighStakesch  Stake for Airdrop', 'InfStones', 'BwareLabs', 'AUDITone', 'Staked', 'Synergy Nodes', 'Contribution DAO', 'Ledger by Chorus One', 'FinoaConsensusServices', 'undelegate', 'POSTCAPITALIST', 'Black Panther  Delegate for Claimdrop', 'Innovating Capital', 'Open DeFi', 'TokenStationapp  Qwerty', 'Injective Node 0', ' Crypteloid', '50 Validator  Airdrop ', 'please redelegate  shutting down', 'Ready Block', 'redelegate to StakeLab', 'Liquify', 'Helios Staking', 'HashQuark', 'Talis Protocol', 'Injective Finance', 'Dojo', 'BitNordic', 'Ormanxyz', 'Swiss Staking  Bare Metal  Bunker', 'Injective Node 3', 'Injective Node 1', 'Do Not Delegate', 'Hoss Army by 01node', 'Blockapsis', 'Oni  Stake for BoostDrop ', 'PartnerStaking  Timeworxio Airdrop', 'Cosmic Validator  Top Uptime  Autocompound', 'kingnodes ', 'Daily ExtraRewards  Nodeof Cosmonauts', 'Decentrio', 'NODEJUMPER', 'Hex Technologies', 'A41', 'Neptune Foundation', 'gumi', 'Felix', 'NTT Digital']"
3,axelar,-3.0188766,-1.3067278,13.776378,"{'23.12-24.02': 5, '24.03-24.05': 12, '24.06-24.08': 18, '24.09-24.11': 28}","{0: 0.012048192771084338, 1: 0.012048192771084338, 2: 0.39759036144578314, 3: 0.2891566265060241, 4: 0.012048192771084338, 5: 0.04819277108433735, 6: 0.12048192771084337, 7: 0.10843373493975904}",83.0,123.0,8.0,"['osmosis', 'akash']","['Imperatorco', ' AutoStake  Slash Protected', 'BHarvest', 'Provalidator', 'Simply Staking', 'StakeLabzone', 'Crosnest', 'KalpaTech', 'Chorus One', 'Forbole', 'Swiss Staking', 'POSTHUMAN  StakeDrop', '0basevc', 'WhisperNode ', 'Node Guardians', 'Figment', 'Tessellated', 'Citadelone', 'Informal Systems', 'KingSuper', 'Cosmostation', 'BlockHunters ', 'Dora Factory', 'polkachucom', 'Meria', 'DSRV', 'ChainLayer', 'ushakov', 'Staketab', 'Everstake', 'Coinbase', 'Stakin', 'Enigma', 'Stakewollecom  Autocompound', 'Validatriumcom', 'NodeMonster', 'DO NOT DELEGATE', 'MantiCore', 'Inter Blockchain Services', '3venturesio  autocompound via reStake', 'ValiDAO', 'ChainodeTech', 'Anonstake', '50 Validator  Airdrop', 'TTT ', 'bitszn', 'Nodiums', 'Kiln', 'Flipside', 'Crypto Lion', 'Validation Cloud', 'BwareLabs', ' CryptoCrew Validators IBCgang', 'Synergy Nodes', 'QuantNode', 'Lets Node  1package', 'P2PORG Validator', 'LunaNova', 'CoinHippo', 'Contribution DAO', 'Brightlystake', 'Redbooker', 'POPS Team', 'CryptoSailors', '4SV', 'CoinMetrika', 'Qubelabs', 'axelarcore0', 'rodion', 'Squid', 'Ledger by Chorus One', 'HoodRun', 'Terminet', 'FinoaConsensusServices', 'AlexZ', 'RockawayX Infra', ' carbonZERO', 'Rekt', 'ForestStaking', 'JuliF0x', 'Softhouse', 'SwigsStaking', 'anvel']"
4,osmosis,-5.5265203,-1.7579913,16.635813,"{'23.12-24.02': 50, '24.03-24.05': 45, '24.06-24.08': 49, '24.09-24.11': 25}","{0: 0.019305019305019305, 1: 0.0888030888030888, 2: 0.20077220077220076, 3: 0.44787644787644787, 4: 0.011583011583011582, 5: 0.019305019305019305, 6: 0.03861003861003861, 7: 0.17374517374517376}",259.0,791.0,8.0,"['cosmos', 'axelar', 'dydx', 'akash']","['Inactive   Mercury', 'Chainflow', 'REDELEGATE  CLOSING 010723', 'Imperatorco', ' AutoStake  Slash Protected', 'Cosmic Validator', 'StakeWithUs', 'Staking Fund', 'BHarvest', 'Provalidator', 'Simply Staking', 'StakeLabzone', 'Coverlet', 'Sentinel dVPN', 'REDELEGATE', 'BouBouNode', 'Mandragora', 'SpacePotato', 'Crosnest', 'Vitwit Previously Witval', 'SG1', 'Noderunners', 'KalpaTech', 'Chorus One', 'Forbole', 'in3scom', 'vidoinfo', 'Swiss Staking', '01node', 'stakesystems  autocompound', 'Inotel', 'Bi23 Labs', 'binaryholdings', 'kytzu', 'ovrclk', 'Secure Secrets', 'POSTHUMAN  StakeDrop', 'Ping', 'Notional', 'jabbey', '0basevc', 'deprecated', 'Sr20de', 'Smart Stake ', 'KAMALMAQUINA', ' block pane ', 'Redline Validation', 'DSFDF', 'WhisperNode ', 'High Stakes ', 'openbitlab', ' Consensus One', 'Four Moons', 'Terra Nodes', 'fscosmosis1', 'StakeTown', 'MultiChain Ventures', 'MediBloc', 'DPOSelec', 'Node Guardians', 'Hathor Node', 'Nodeist', 'Chandra Station ', 'Inter Blockchain Services former 3Tekos', 'Nodejumper ', 'stakefish', 'Zero Knowledge Validator ZKV', 'Ethereal Ventures', 'DEFUNCT', 'Alex Bambarello Validator', 'Booga Beras', 'NodeStake', 'Chill Validation', 'd3akashcloud', 'Figment', 'DO NOT DELEGATE HERE', 'a41', 'Cosmology', 'Stakyio', 'CrowdControl', 'Merkan', 'alphabai', 'Oldcat', 'Manythings', 'Tessellated', 'Gelotto  Slash Protected', 'Golden Ratio Staking', 'Stakewollecom 100 Insurance', 'Ubik Capital', 'PLEASE REDELEGATE', 'Chihuahua', 'PLEASE REDELEGATE  Flipside', 'CryptoCrew Validators ', '50 Validator', 'COSMSTAKE', 'Obi', 'Kahuna', '16psyche', ' BK Stakehouse ', 'Hugo', 'Gidorah', 'CommunityStaking', 'NFTSwitchxyz  Delegate for SOUL Claim Drop', 'TheCybernetics', 'Analytic Dynamix', 'Dystopia Labs Validator ', 'Nocturnal Labs', 'Crypto Assassin', 'decentralizehk  DHK dao', 'Jerrys Pool', 'Stakelyio', 'Kalia Network', 'interchainFM', 'LikeCoin by Liker Land', ' Stakepile', 'CLOSED', 'ECO Stake ', 'NGValidator', ' The Chicken Coop  Homestead', 'NosNode', 'Citadelone', 'Informal Systems', ' LavenderFive Nodes ', 'SolidStake', 'KingSuper', 'Frens ', 'Zenscape', 'Cosmostation', 'Kleomedes', 'Bored Ape Server', 'Levana  Powered by Cros Nest', 'BlueStake   100 insurance', 'Oni ', 'DOUBLETOP', 'artifact', 'White Whale', 'White Marlin Staking', 'Silk Nodes', 'OmniFlix Network', 'BlockHunters ', 'GATA HUB', 'CosmosPug ', 'Delicious', 'BasBlock', 'hydrogen18', 'Kintsugi Nodes', 'NodesGuru', 'Coinage x DAIC', 'Dora Factory', 'blockscape', 'Keplr', 'Stakecito', 'polkachucom', 'Meria', 'PRO Delegators', 'Interstellar Lounge ', 'DELIGHT', 'DSRV', 'Blockdaemon', 'MMS', 'BronBro', 'Cat Boss', 'Cypher Core', 'SOLAR Labs', 'wosmongton', 'node101', 'test', 'Stakeflow', 'ChainLayer', 'Active Nodes', 'DACM', 'strangelove', 'ushakov', 'c29r3', 'Komikuri', 'Allnodes', 'BadgerBite', 'Klub Staking', 'PoS Node', 'FreshSTAKING', 'SmartNodes', 'Tuzem', 'Staketab', 'CryptoDungeon', 'Quebec', 'MrK', 'commercionetwork', 'SHUTTING DOWN AUDITone', 'S16 Research Ventures', 'dForce', 'Redelegate', 'ShapeShift DAO', 'Leonoors Cryptoman', 'VALIDATRIUM', 'ztakeorg', 'iqlusion', 'Tedcryptoio   TedLotto', 'validatornetwork', 'Trust Nodes', 'Interbloc', 'Valnodes  Carbon Neutral Staking', 'kooltek68', 'fissionlabs', 'Everstake', 'Coinbase', 'CroutonDigital', 'StakeRelax ', 'TR3B ASTRA', 'Stargazezone ', 'Uncle Ed', ' Vortexlive ', 'Blockpower', 'Larry Engineer', 'AIR DROP STATION', 'IcyCRO ', 'Inactive Validator', 'Sunshine Validation solarpower', 'Multiplex', 'PRYZM  StakeDrop', 'mp20', 'AlphaNodes', 'Validators United', 'AstraVoyage', 'REDELEGATE  Inactive', 'Please redelegate  Decommissioning', 'Beehive', 'Validatus', 'coaction', 'samurai', 'SASSouth Atlantic Staking', 'Cosmos Spaces ', 'SCVSecurity', 'Thanosone  I am inevitable', 'AnotherSoftware  ASVT Airdrops to delegators', 'Blockwavelabs', 'coinhallorg', 'StakeThat  autorestake', 'PLEASE REDELEGATE SUNSETTING', 'Extra Rewards  NodeOf Cosmonauts  OSMOSIS', 'TienThuatToan', 'DeFi100iCosmosDAO ', 'Zenith  REDELEGATE to Interbloc', 'Not enough token to be active please redelegate', 'Androma DAO', 'Astroquirks', 'abcdosmo', 'defiantlabs', 'Interop', 'Electric', 'edenTest', 'NodesByGirls ', 'SpectrumX', 'Mendel', 'reynisfjara', 'Margined Protocol', 'NotionalVentures', 'HFA X Defi Dojo', 'Mad Scientists', 'BeehiveOfficial']"
5,terra,-0.07636656,-7.6911774,17.385445,"{'23.12-24.02': 6, '24.03-24.05': 5, '24.06-24.08': 7, '24.09-24.11': 3}","{0: 0.12987012987012986, 1: 0.03896103896103896, 2: 0.08441558441558442, 3: 0.12337662337662338, 4: 0.006493506493506494, 5: 0.006493506493506494, 6: 0.551948051948052, 7: 0.05844155844155844}",154.0,103.0,8.0,['injective'],"['Imperatorco', ' AutoStake  Slash Protected', 'StakeWithUs', 'Crosnest', 'Noderunners', 'Forbole', '01node', 'Inotel', 'kytzu', 'Secure Secrets', '0basevc', 'Smart Stake ', 'WhisperNode ', 'NFTSwitchxyz  Delegate for SOUL Claim Drop', 'Stakelyio', ' LavenderFive Nodes ', 'KingSuper', 'Cosmostation', 'White Whale', 'NodesGuru', 'Coinage x DAIC', 'Interstellar Lounge ', 'DELIGHT', 'Stakeflow', 'Active Nodes', 'strangelove', 'FreshSTAKING', 'MrK', 'ShapeShift DAO', 'Everstake', 'PRYZM  StakeDrop', 'SCVSecurity', 'coinhallorg', 'Wave', 'Stakin', 'WeStaking', 'syncnode', 'Enigma', 'NITAWA', ' uGaenn ', 'HEXXAGON', 'Crypto Plant', 'Easy 2 Stake', 'PFC  Stake for SOUL airdrop', 'cosmosrescue', ' polkachucom', '0xDEADBEEF', 'Vixello', 'AuraStake', 'HighStakesch  Stake for Airdrop', 'Cosmos Spaces', 'Flipside', 'Moonlet', 'KuCoin', 'Orbital Command', 'Staker Space', 'Allnodes  0 fee', 'StakeLab', 'Anchor Staking', 'Interstake One prev BTCSecure', 'Nodeasy', 'Synergy Nodes', 'RockawayX Infra', 'Talis Protocol', 'ProNodes75', 'Autism Staking', 'KK Validator', '8moon', 'BlockFoundry', 'RuneTerra', 'Galactic Punks Validator', 'Phoenix', 'Uranus', 'Leviathan', 'Top Shelf', 'Sarah Kerrigan', 'Nexus Event', 'LegendX', 'Moon Dog', 'Craig', 'Un Fuego', 'Goliath', 'TerraDactyl', 'Chaos Protocol', 'Interdimensional Cable', 'Red Herring  0 Commission  100 Uptime', 'Stake N Shake', 'HappyLunatic', 'managocloud', 'Futura Meridian', 'PigCash', 'Y', 'Eclipse', 'moonshot', 'Defi Suffrage', 'StakeBin', 'Mario', 'Zeus Staking', 'Humble Beginnings', 'Ceres Ventures', 'TerRarityio', 'OneStar', 'MCF', 'Moon Platoon', 'Spacehall prev Setten', 'MissionControl', 'Luna Station 88', 'Luna Rewards', 'The Mafia Wins Redelegate', 'Solid  solidonline', ' LUNC DAO ', 'Sapient Nodes', 'TdrSys', 'TERRAFIRMA', 'SeltonStakecom', 'Terran One', '4719', 'Orion  AutoCompound', ' USTC Buyback   TerraAventura ', 'Terra Rebirth 0', 'Angel Protocol', ' CryptoCrew  100 MEV revenue to LUNA stakers IBCgang REstake', 'ERIS  Delegate for claimdrop', 'stakingcabin', 'LUNAStaker', 'dacm', 'BIG Labs', 'CosmoStake1', 'jesselstake', 'Electron Labs', 'North Star', 'ChainofSecretsorg', 'Kiki Finance', 'RockX', 'Hermes Protocol  Earn airdrops  more', 'StakeSabai', 'Obi Formerly Terra Bites', 'Spica Nova', 'TCB THORmaximalist', 'UST Zone  powered by FatMan', 'StakeMachine', 'SafePoint', 'Asnodes', 'Terrascope', 'TheNFTProject', 'Mosaic', 'WildSage  0 fee', 'Monster Node', ' The Lion DAO', 'URA   Delegate for Claimdrop', 'Morph Nato Prophet', 'Shutting Down May 1st 2024', 'Robo Staking', 'r93AX Nodes']"
