,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco,StakeWithUs,BHarvest,Provalidator,Crosnest,Chorus One,Swiss Staking,01node,Ping,0basevc,NodeStake,Figment,Kahuna,Nocturnal Labs,Kalia Network,ECO Stake ,Citadelone,Informal Systems, LavenderFive Nodes ,KingSuper,Frens ,Cosmostation,NodesGuru,Coinage x DAIC,Dora Factory,blockscape,Keplr,Stakecito,polkachucom,Meria,PRO Delegators,Interstellar Lounge ,DELIGHT,DSRV,Blockdaemon,DACM,strangelove,Allnodes,Everstake,Enigma,HashKey Cloud, ,Validatriumcom,DO NOT DELEGATE,Bit Cat,P2PORG  P2P Validator,TTT ,coinhallorg ,Kiln,Luganodes,InfStones,CEXIO Validator,Ex Machina,purple fog,Validation Cloud,Smart Stake   5 max,Tan,StakeCraft,Decommissioned  Delegate Away,CryptoCrew X Defi Dojo,Orbital Command,    Kingnodes ,0 Fee until 2025  Cosmic Validator, Silk Nodes,  RHINO,LTP,  AutoStake  StakeDrops,Pareto,Sunsetting please redelegate Forbole,Crypto Learning Club  dYdX Validator,Cosmic Nexus,BwareLabs,DragonStake ,StableLab,Staker Space,Ledger by Meria,santorini,Skycatcher,XMG Capital,Nodeplus,AUDITone,Polychain,OWALLET,high_similarity_voters
16,Citadelone,7,1,0,3,0,11,11,15,8,8,0.7272727272727273,0.7272727272727273,0.7333333333333333,3,0.4666666666666667,0.26666666666666666,0.0,0.3333333333333333,0.2,0.5333333333333333,0.0,0.0,0.2,0.5333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.3333333333333333,0.4,0.5333333333333333,1.0,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.5333333333333333,0.5333333333333333,0.2,0.3333333333333333,0.26666666666666666,0.0,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.13333333333333333,0.4,0.13333333333333333,0.0,0.13333333333333333,0.26666666666666666,0.4,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.4,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.4,0.2,0.13333333333333333,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.2,0.0,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.2,0.0,0.13333333333333333,0.06666666666666667,0.0,0.2,0.13333333333333333,0.2,0.26666666666666666,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,[]
17,Informal Systems,8,4,0,1,2,13,15,15,10,11,0.6666666666666666,0.7333333333333333,0.8666666666666667,3,0.7333333333333333,0.2,0.13333333333333333,0.4,0.2,0.5333333333333333,0.0,0.0,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4666666666666667,1.0,0.4,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.4,0.2,0.4,0.0,0.4666666666666667,0.6666666666666666,0.8,0.5333333333333333,0.26666666666666666,0.5333333333333333,0.2,0.0,0.26666666666666666,0.4,0.5333333333333333,0.5333333333333333,0.0,0.7333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.2,0.26666666666666666,0.4,0.2,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.5333333333333333,0.26666666666666666,0.6,0.4,0.0,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.26666666666666666,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.6,0.0,0.2,0.13333333333333333,"['Imperatorco', 'ECO Stake ', 'Stakecito', 'polkachucom', 'Enigma', ' Silk Nodes', 'Nodeplus']"
18, LavenderFive Nodes ,8,4,0,0,0,12,12,15,10,10,0.8333333333333334,0.8333333333333334,0.8,3,0.6,0.26666666666666666,0.0,0.4666666666666667,0.2,0.5333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.5333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.4,1.0,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.3333333333333333,0.2,0.0,0.4,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.2,0.4666666666666667,0.13333333333333333,0.0,0.2,0.26666666666666666,0.5333333333333333,0.4,0.13333333333333333,0.4666666666666667,0.4,0.0,0.06666666666666667,0.06666666666666667,0.0,0.5333333333333333,0.2,0.26666666666666666,0.3333333333333333,0.2,0.06666666666666667,0.2,0.26666666666666666,0.2,0.4,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.2,0.26666666666666666,0.4666666666666667,0.0,0.06666666666666667,0.0,"['Imperatorco', 'Stakecito', 'Meria']"
19,KingSuper,3,0,0,0,0,3,3,15,2,2,0.6666666666666666,0.6666666666666666,0.2,1,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,1.0,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.2,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,[]
20,Frens ,9,2,0,4,0,15,15,15,11,10,0.7333333333333333,0.6666666666666666,1.0,3,0.6666666666666666,0.3333333333333333,0.0,0.4666666666666667,0.2,0.7333333333333333,0.0,0.0,0.26666666666666666,0.6,0.0,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.6,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.13333333333333333,1.0,0.5333333333333333,0.4,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.6,0.7333333333333333,0.6,0.6666666666666666,0.26666666666666666,0.6,0.26666666666666666,0.0,0.2,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.13333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.06666666666666667,0.0,0.0,0.6666666666666666,0.2,0.4,0.6,0.2,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.26666666666666666,0.6666666666666666,0.2,0.06666666666666667,0.13333333333333333,0.0,0.26666666666666666,0.06666666666666667,0.6,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.6,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.6,0.0,0.2,0.06666666666666667,"['Imperatorco', 'Chorus One', '0basevc', 'ECO Stake ', 'Keplr', 'Stakecito', 'polkachucom', 'Meria', 'Interstellar Lounge ', 'P2PORG  P2P Validator', 'Kiln', 'Validation Cloud', '    Kingnodes ', '  AutoStake  StakeDrops', 'Nodeplus']"
21,Cosmostation,9,1,0,4,0,14,14,15,8,9,0.5714285714285714,0.6428571428571429,0.9333333333333333,3,0.5333333333333333,0.13333333333333333,0.0,0.6,0.13333333333333333,0.6666666666666666,0.0,0.0,0.2,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.2,0.2,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.13333333333333333,0.5333333333333333,1.0,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.5333333333333333,0.6666666666666666,0.6,0.5333333333333333,0.06666666666666667,0.4,0.2,0.0,0.13333333333333333,0.26666666666666666,0.4,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.4,0.0,0.0,0.0,0.0,0.4,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.2,0.4,0.3333333333333333,0.26666666666666666,0.6,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.0,0.06666666666666667,0.2,0.2,0.26666666666666666,0.2,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,"['Provalidator', 'Chorus One', 'Stakecito', 'polkachucom', 'Validation Cloud']"
22,NodesGuru,4,2,0,8,1,14,15,15,4,8,0.26666666666666666,0.5333333333333333,0.9333333333333333,1,0.26666666666666666,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.0,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.4,0.4,0.2,0.4,0.13333333333333333,0.0,0.4,0.26666666666666666,1.0,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.2,0.26666666666666666,0.26666666666666666,0.0,0.13333333333333333,0.2,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.06666666666666667,0.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.5333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.4,0.2,0.26666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.2,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,[]
23,Coinage x DAIC,4,2,0,9,0,15,15,15,7,6,0.4666666666666667,0.4,1.0,3,0.4,0.2,0.0,0.2,0.3333333333333333,0.4,0.0,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.6,0.4,0.4,0.3333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.26666666666666666,0.4666666666666667,1.0,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.2,0.4,0.4,0.4,0.13333333333333333,0.0,0.0,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.2,0.0,0.06666666666666667,0.06666666666666667,0.0,0.4,0.2,0.5333333333333333,0.3333333333333333,0.2,0.06666666666666667,0.2,0.3333333333333333,0.2,0.4,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.6,0.4,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,"['Nocturnal Labs', 'Ledger by Meria']"
24,Dora Factory,3,1,0,3,7,7,14,15,6,10,0.42857142857142855,0.7142857142857143,0.4666666666666667,6,0.4,0.0,0.4666666666666667,0.2,0.06666666666666667,0.26666666666666666,0.0,0.0,0.13333333333333333,0.2,0.4666666666666667,0.0,0.26666666666666666,0.26666666666666666,0.2,0.4,0.26666666666666666,0.4,0.2,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,1.0,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.2,0.26666666666666666,0.0,0.3333333333333333,0.2,0.4666666666666667,0.0,0.0,0.4666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.2,0.4,0.2,0.4,0.13333333333333333,0.4,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.4,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.2,0.26666666666666666,0.4,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.4,0.13333333333333333,0.2,0.2,0.4666666666666667,0.4666666666666667,0.13333333333333333,0.2,0.06666666666666667,[]
25,blockscape,0,0,0,1,0,1,1,15,0,0,0.0,0.0,0.06666666666666667,3,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,1.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
26,Keplr,5,3,0,4,0,12,12,15,7,11,0.5833333333333334,0.9166666666666666,0.8,0,0.4666666666666667,0.13333333333333333,0.0,0.4,0.2,0.7333333333333333,0.0,0.0,0.13333333333333333,0.4666666666666667,0.0,0.06666666666666667,0.2,0.26666666666666666,0.4,0.4,0.4666666666666667,0.4666666666666667,0.4,0.06666666666666667,0.6,0.5333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.06666666666666667,1.0,0.5333333333333333,0.4666666666666667,0.4,0.2,0.3333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.2,0.4,0.4,0.0,0.4666666666666667,0.4,0.0,0.0,0.0,0.0,0.4,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.2,0.6,0.13333333333333333,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.2,0.4,0.3333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.0,0.4666666666666667,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.13333333333333333,0.26666666666666666,0.4,0.0,0.13333333333333333,0.06666666666666667,"['Chorus One', 'Frens ', 'Validation Cloud']"
27,Stakecito,11,3,0,1,0,15,15,15,12,13,0.8,0.8666666666666667,1.0,3,0.7333333333333333,0.26666666666666666,0.0,0.5333333333333333,0.2,0.7333333333333333,0.0,0.0,0.26666666666666666,0.6,0.06666666666666667,0.2,0.2,0.26666666666666666,0.4,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.5333333333333333,1.0,0.7333333333333333,0.8,0.2,0.6666666666666666,0.2,0.0,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.6,0.13333333333333333,0.6666666666666666,0.4666666666666667,0.0,0.06666666666666667,0.0,0.0,0.5333333333333333,0.2,0.3333333333333333,0.6,0.2,0.2,0.26666666666666666,0.4,0.26666666666666666,0.6,0.2,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.4,0.6666666666666666,0.4,0.06666666666666667,0.6,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.4,0.06666666666666667,0.4,0.06666666666666667,0.06666666666666667,0.0,0.2,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.0,0.13333333333333333,0.13333333333333333,"['Imperatorco', 'Chorus One', '0basevc', 'ECO Stake ', 'Informal Systems', ' LavenderFive Nodes ', 'Frens ', 'Cosmostation', 'polkachucom', 'Meria', 'Interstellar Lounge ', 'strangelove', 'Allnodes', 'Enigma', 'Kiln', 'Validation Cloud', ' Silk Nodes', '  AutoStake  StakeDrops', 'Nodeplus']"
28,polkachucom,10,5,0,0,0,15,15,15,11,12,0.7333333333333333,0.8,1.0,3,0.8,0.13333333333333333,0.0,0.5333333333333333,0.26666666666666666,0.5333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.2,0.2,0.26666666666666666,0.4,0.6666666666666666,0.4666666666666667,0.8,0.5333333333333333,0.06666666666666667,0.6,0.6,0.3333333333333333,0.2,0.26666666666666666,0.0,0.4666666666666667,0.7333333333333333,1.0,0.6,0.26666666666666666,0.5333333333333333,0.2,0.0,0.2,0.4,0.6,0.5333333333333333,0.0,0.7333333333333333,0.3333333333333333,0.0,0.0,0.06666666666666667,0.0,0.6666666666666666,0.06666666666666667,0.2,0.6,0.2,0.2,0.3333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.2,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.0,0.5333333333333333,0.3333333333333333,0.6,0.4,0.0,0.4666666666666667,0.13333333333333333,0.0,0.4666666666666667,0.26666666666666666,0.0,0.4666666666666667,0.06666666666666667,0.0,0.0,0.2,0.26666666666666666,0.2,0.6,0.0,0.13333333333333333,0.13333333333333333,"['Imperatorco', 'ECO Stake ', 'Informal Systems', 'Frens ', 'Cosmostation', 'Stakecito', 'Meria', 'strangelove', 'Enigma', 'P2PORG  P2P Validator', 'Kiln', ' Silk Nodes', 'Nodeplus']"
29,Meria,12,2,0,1,0,15,15,15,12,12,0.8,0.8,1.0,7,0.7333333333333333,0.26666666666666666,0.0,0.4666666666666667,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.4,0.8666666666666667,0.5333333333333333,0.5333333333333333,0.6666666666666666,0.2,0.6666666666666666,0.5333333333333333,0.26666666666666666,0.4,0.3333333333333333,0.0,0.4,0.8,0.6,1.0,0.2,0.7333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.4,0.6,0.6,0.13333333333333333,0.5333333333333333,0.4,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,0.26666666666666666,0.4,0.4,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.5333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.5333333333333333,0.4,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.2,0.06666666666666667,0.4666666666666667,0.4,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.26666666666666666,0.26666666666666666,0.6666666666666666,0.0,0.13333333333333333,0.06666666666666667,"['Imperatorco', 'ECO Stake ', ' LavenderFive Nodes ', 'Frens ', 'Stakecito', 'polkachucom', 'Interstellar Lounge ', 'strangelove', 'Allnodes', '  AutoStake  StakeDrops', 'Nodeplus']"
30,PRO Delegators,2,9,0,4,0,15,15,15,6,5,0.4,0.3333333333333333,1.0,7,0.3333333333333333,0.06666666666666667,0.0,0.2,0.5333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.4,0.0,0.13333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.2,0.4,0.2,0.0,0.2,0.2,0.26666666666666666,0.2,1.0,0.4,0.0,0.0,0.0,0.2,0.13333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.4,0.13333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.2,0.06666666666666667,0.0,0.06666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.2,0.2,0.13333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.26666666666666666,0.2,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.0,0.2,0.13333333333333333,['CryptoCrew X Defi Dojo']
