,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco,StakeWithUs,BHarvest,Provalidator,Crosnest,Chorus One,Swiss Staking,01node,Ping,0basevc,NodeStake,Figment,Kahuna,Nocturnal Labs,Kalia Network,ECO Stake ,Citadelone,Informal Systems, LavenderFive Nodes ,KingSuper,Frens ,Cosmostation,NodesGuru,Coinage x DAIC,Dora Factory,blockscape,Keplr,Stakecito,polkachucom,Meria,PRO Delegators,Interstellar Lounge ,DELIGHT,DSRV,Blockdaemon,DACM,strangelove,Allnodes,Everstake,Enigma,HashKey Cloud, ,Validatriumcom,DO NOT DELEGATE,Bit Cat,P2PORG  P2P Validator,TTT ,coinhallorg ,Kiln,Luganodes,InfStones,CEXIO Validator,Ex Machina,purple fog,Validation Cloud,Smart Stake   5 max,Tan,StakeCraft,Decommissioned  Delegate Away,CryptoCrew X Defi Dojo,Orbital Command,    Kingnodes ,0 Fee until 2025  Cosmic Validator, Silk Nodes,  RHINO,LTP,  AutoStake  StakeDrops,Pareto,Sunsetting please redelegate Forbole,Crypto Learning Club  dYdX Validator,Cosmic Nexus,BwareLabs,DragonStake ,StableLab,Staker Space,Ledger by Meria,santorini,Skycatcher,XMG Capital,Nodeplus,AUDITone,Polychain,OWALLET,high_similarity_voters
48,Kiln,8,2,0,5,0,15,15,15,7,8,0.4666666666666667,0.5333333333333333,1.0,6,0.4,0.26666666666666666,0.0,0.4666666666666667,0.4,0.6,0.0,0.0,0.13333333333333333,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.4,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.6,0.5333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.6,0.6,0.4,0.3333333333333333,0.4,0.13333333333333333,0.0,0.2,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.4,0.0,0.06666666666666667,0.0,0.0,0.5333333333333333,0.13333333333333333,0.4666666666666667,1.0,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.6666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.4,0.6,0.3333333333333333,0.2,0.0,0.26666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.2,0.0,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.2,0.4,0.0,0.13333333333333333,0.13333333333333333,"['Chorus One', '0basevc', 'Frens ', 'Stakecito', 'polkachucom', 'Validation Cloud', '0 Fee until 2025  Cosmic Validator']"
49,Luganodes,6,1,0,1,0,8,8,15,3,4,0.375,0.5,0.5333333333333333,7,0.13333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.2,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.2,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.2,0.26666666666666666,0.0,0.2,0.13333333333333333,0.0,0.13333333333333333,0.2,0.2,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.2,0.2,0.3333333333333333,1.0,0.2,0.2,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.0,0.0,0.06666666666666667,[]
50,InfStones,4,0,0,0,7,4,11,15,2,8,0.18181818181818182,0.7272727272727273,0.26666666666666666,6,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.0,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.2,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.4,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.4666666666666667,0.06666666666666667,0.0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.2,1.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.4,0.4666666666666667,0.0,0.2,0.0,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.13333333333333333,0.3333333333333333,0.2,0.13333333333333333,0.0,0.06666666666666667,[]
51,CEXIO Validator,5,1,0,4,0,10,10,15,5,5,0.5,0.5,0.6666666666666666,7,0.3333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.2,0.26666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.2,0.0,0.3333333333333333,0.4,0.06666666666666667,0.2,0.2,0.0,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4666666666666667,0.2,0.13333333333333333,1.0,0.13333333333333333,0.0,0.4,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.2,0.0,0.0,0.2,0.13333333333333333,0.0,0.2,0.0,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,[]
52,Ex Machina,3,3,0,3,0,9,9,15,7,7,0.7777777777777778,0.7777777777777778,0.6,4,0.5333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.13333333333333333,0.4,0.0,0.0,0.2,0.3333333333333333,0.0,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4666666666666667,0.3333333333333333,0.2,0.3333333333333333,0.4,0.06666666666666667,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.2,0.0,0.0,0.26666666666666666,0.2,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.2,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,1.0,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.2,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.4,0.13333333333333333,0.2,0.4,0.0,0.26666666666666666,0.06666666666666667,[]
53,purple fog,2,2,0,1,0,5,5,15,3,4,0.6,0.8,0.3333333333333333,0,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.0,0.2,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.13333333333333333,0.13333333333333333,0.2,0.2,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.2,0.06666666666666667,0.2,0.26666666666666666,0.2,0.2,0.06666666666666667,0.13333333333333333,0.2,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0,0.3333333333333333,1.0,0.2,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,[]
54,Validation Cloud,7,1,0,7,0,15,15,15,10,12,0.6666666666666666,0.8,1.0,2,0.6666666666666666,0.26666666666666666,0.0,0.6,0.26666666666666666,0.7333333333333333,0.0,0.0,0.13333333333333333,0.7333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4,0.13333333333333333,0.6666666666666666,0.6,0.3333333333333333,0.4,0.4,0.06666666666666667,0.6,0.6,0.4666666666666667,0.5333333333333333,0.3333333333333333,0.6,0.13333333333333333,0.0,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.6,0.13333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.4,0.13333333333333333,0.4666666666666667,0.6666666666666666,0.2,0.06666666666666667,0.4,0.4666666666666667,0.2,1.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.4,0.06666666666666667,0.7333333333333333,0.4,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.4,0.3333333333333333,0.2,0.13333333333333333,0.5333333333333333,0.0,0.26666666666666666,0.13333333333333333,"['Imperatorco', 'Provalidator', 'Chorus One', '0basevc', 'Frens ', 'Cosmostation', 'Keplr', 'Stakecito', 'Interstellar Lounge ', 'Allnodes', 'Kiln', '    Kingnodes ']"
55,Smart Stake   5 max,2,2,0,1,0,5,5,15,4,3,0.8,0.6,0.3333333333333333,0,0.2,0.06666666666666667,0.0,0.06666666666666667,0.2,0.13333333333333333,0.0,0.06666666666666667,0.2,0.2,0.0,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.2,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.13333333333333333,0.2,0.2,0.2,0.2,0.13333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,1.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.2,0.13333333333333333,0.2,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.0,0.0,[]
56,Tan,1,1,0,0,12,2,14,15,2,3,0.14285714285714285,0.21428571428571427,0.13333333333333333,4,0.13333333333333333,0.06666666666666667,0.8,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.6,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.8,0.0,0.06666666666666667,0.8,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.8,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.0,0.7333333333333333,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.2,0.0,0.0,"['BHarvest', 'NodeStake', ' ', 'Bit Cat', 'Pareto', 'Sunsetting please redelegate Forbole', 'Staker Space']"
57,StakeCraft,1,0,0,1,0,2,2,15,1,2,0.5,1.0,0.13333333333333333,5,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,1.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,[]
58,Decommissioned  Delegate Away,0,1,0,0,0,1,1,15,1,1,1.0,1.0,0.06666666666666667,2,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,1.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
59,CryptoCrew X Defi Dojo,1,6,0,8,0,15,15,15,5,6,0.3333333333333333,0.4,1.0,4,0.3333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.4,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.2,0.2,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.2,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.2,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.4,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,1.0,0.0,0.4,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.2,0.0,0.2,0.13333333333333333,['PRO Delegators']
60,Orbital Command,0,0,0,1,0,1,1,15,0,1,0.0,1.0,0.06666666666666667,6,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
61,    Kingnodes ,6,3,0,5,0,14,14,15,11,9,0.7857142857142857,0.6428571428571429,0.9333333333333333,4,0.7333333333333333,0.2,0.0,0.4666666666666667,0.2,0.6,0.0,0.06666666666666667,0.2,0.6,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.6,0.4666666666666667,0.4,0.5333333333333333,0.4,0.0,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.4,0.6,0.06666666666666667,0.6,0.4,0.0,0.0,0.06666666666666667,0.0,0.4666666666666667,0.13333333333333333,0.4,0.4,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.2,0.7333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.4,0.0,1.0,0.26666666666666666,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.3333333333333333,0.4,0.2,0.2,0.5333333333333333,0.0,0.26666666666666666,0.13333333333333333,"['Imperatorco', 'Chorus One', '0basevc', 'Frens ', 'Allnodes', 'Enigma', 'Validation Cloud']"
62,0 Fee until 2025  Cosmic Validator,8,0,0,3,0,11,11,15,5,7,0.45454545454545453,0.6363636363636364,0.7333333333333333,0,0.26666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.2,0.4,0.06666666666666667,0.0,0.2,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.2,0.4666666666666667,0.3333333333333333,0.2,0.3333333333333333,0.06666666666666667,0.0,0.2,0.4,0.3333333333333333,0.4,0.2,0.4,0.06666666666666667,0.06666666666666667,0.2,0.2,0.2,0.2,0.2,0.26666666666666666,0.3333333333333333,0.0,0.06666666666666667,0.0,0.0,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.6,0.26666666666666666,0.2,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.4,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.26666666666666666,1.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.2,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.0,0.0,0.0,['Kiln']
63, Silk Nodes,7,5,0,1,2,13,15,15,9,9,0.6,0.6,0.8666666666666667,4,0.6,0.13333333333333333,0.13333333333333333,0.4666666666666667,0.2,0.6,0.0,0.06666666666666667,0.2,0.4666666666666667,0.2,0.26666666666666666,0.26666666666666666,0.2,0.3333333333333333,0.4,0.3333333333333333,0.6,0.4666666666666667,0.13333333333333333,0.4666666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.0,0.4,0.6666666666666666,0.6,0.5333333333333333,0.2,0.4666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.2,0.4666666666666667,0.6,0.06666666666666667,0.6,0.26666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.2,0.4666666666666667,0.2,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.5333333333333333,0.26666666666666666,1.0,0.4666666666666667,0.06666666666666667,0.4,0.3333333333333333,0.2,0.4,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,0.2,0.06666666666666667,0.2,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.0,0.06666666666666667,0.13333333333333333,"['Imperatorco', 'Chorus One', 'Informal Systems', 'Stakecito', 'polkachucom', 'Allnodes', 'Enigma']"
64,  RHINO,5,2,0,2,6,9,15,15,7,8,0.4666666666666667,0.5333333333333333,0.6,4,0.4666666666666667,0.13333333333333333,0.4,0.4,0.2,0.4,0.0,0.06666666666666667,0.06666666666666667,0.4,0.2,0.2,0.06666666666666667,0.2,0.13333333333333333,0.26666666666666666,0.2,0.4,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.4,0.4,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.2,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.4,0.26666666666666666,0.4,0.0,0.06666666666666667,0.3333333333333333,0.4666666666666667,0.06666666666666667,0.2,0.2,0.0,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.4666666666666667,1.0,0.06666666666666667,0.3333333333333333,0.4666666666666667,0.3333333333333333,0.4,0.2,0.06666666666666667,0.26666666666666666,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,[]
