,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Imperatorco,StakeWithUs,BHarvest,Provalidator,Crosnest,Chorus One,Swiss Staking,01node,Ping,0basevc,NodeStake,Figment,Kahuna,Nocturnal Labs,Kalia Network,ECO Stake ,Citadelone,Informal Systems, LavenderFive Nodes ,KingSuper,Frens ,Cosmostation,NodesGuru,Coinage x DAIC,Dora Factory,blockscape,Keplr,Stakecito,polkachucom,Meria,PRO Delegators,Interstellar Lounge ,DELIGHT,DSRV,Blockdaemon,DACM,strangelove,Allnodes,Everstake,Enigma,HashKey Cloud, ,Validatriumcom,DO NOT DELEGATE,Bit Cat,P2PORG  P2P Validator,TTT ,coinhallorg ,Kiln,Luganodes,InfStones,CEXIO Validator,Ex Machina,purple fog,Validation Cloud,Smart Stake   5 max,Tan,StakeCraft,Decommissioned  Delegate Away,CryptoCrew X Defi Dojo,Orbital Command,    Kingnodes ,0 Fee until 2025  Cosmic Validator, Silk Nodes,  RHINO,LTP,  AutoStake  StakeDrops,Pareto,Sunsetting please redelegate Forbole,Crypto Learning Club  dYdX Validator,Cosmic Nexus,BwareLabs,DragonStake ,StableLab,Staker Space,Ledger by Meria,santorini,Skycatcher,XMG Capital,Nodeplus,AUDITone,Polychain,OWALLET,high_similarity_voters
65,LTP,2,0,0,0,0,2,2,15,1,1,0.5,0.5,0.13333333333333333,2,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,1.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,[]
66,  AutoStake  StakeDrops,8,2,0,3,0,13,13,15,11,10,0.8461538461538461,0.7692307692307693,0.8666666666666667,4,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.4,0.06666666666666667,0.0,0.2,0.4666666666666667,0.0,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.2,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.13333333333333333,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.0,0.3333333333333333,0.6,0.4666666666666667,0.6666666666666666,0.26666666666666666,0.7333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.4,0.4,0.6666666666666666,0.2,0.4666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.4,0.2,0.4,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.2,0.3333333333333333,0.13333333333333333,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.0,0.4666666666666667,0.3333333333333333,0.4,0.3333333333333333,0.13333333333333333,1.0,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.2,0.4,0.0,0.13333333333333333,0.6,0.0,0.2,0.06666666666666667,"['Imperatorco', 'ECO Stake ', 'Frens ', 'Stakecito', 'Meria', 'Interstellar Lounge ', 'Allnodes', 'Nodeplus']"
67,Pareto,3,1,0,0,10,4,14,15,4,5,0.2857142857142857,0.35714285714285715,0.26666666666666666,4,0.2,0.2,0.6666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.2,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.4,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.0,0.6666666666666666,0.2,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.4,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.06666666666666667,0.26666666666666666,1.0,0.7333333333333333,0.2,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.6,0.0,0.13333333333333333,0.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,"['BHarvest', ' ', 'Bit Cat', 'Tan', 'Sunsetting please redelegate Forbole', 'Staker Space']"
68,Sunsetting please redelegate Forbole,1,0,0,0,12,1,13,15,1,2,0.07692307692307693,0.15384615384615385,0.06666666666666667,4,0.06666666666666667,0.13333333333333333,0.8,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.6,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.5333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.8,0.0,0.0,0.8,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.8,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.2,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.7333333333333333,1.0,0.13333333333333333,0.4,0.06666666666666667,0.0,0.0,0.7333333333333333,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.2,0.0,0.0,"['BHarvest', 'NodeStake', ' ', 'Bit Cat', 'Tan', 'Pareto', 'Staker Space']"
69,Crypto Learning Club  dYdX Validator,7,5,0,2,1,14,15,15,7,8,0.4666666666666667,0.5333333333333333,0.9333333333333333,4,0.5333333333333333,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.2,0.6,0.0,0.0,0.13333333333333333,0.4666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.2,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.13333333333333333,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.2,0.4666666666666667,0.2,0.0,0.2,0.26666666666666666,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.4,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.0,0.2,0.3333333333333333,0.2,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.2,0.0,0.3333333333333333,0.2,0.4,0.4,0.06666666666666667,0.3333333333333333,0.2,0.13333333333333333,1.0,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.2,0.2,0.4,0.0,0.13333333333333333,0.06666666666666667,['Chorus One']
70,Cosmic Nexus,5,2,0,0,5,7,12,15,5,4,0.4166666666666667,0.3333333333333333,0.4666666666666667,4,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.06666666666666667,0.26666666666666666,0.2,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.2,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.2,0.4,0.26666666666666666,0.4,0.0,0.3333333333333333,0.06666666666666667,0.0,0.5333333333333333,0.2,0.4,0.3333333333333333,0.06666666666666667,0.2,0.26666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.2,0.2,0.26666666666666666,0.2,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.4,0.4666666666666667,1.0,0.06666666666666667,0.13333333333333333,0.0,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.0,0.0,[]
71,BwareLabs,1,0,0,0,0,1,1,15,1,1,1.0,1.0,0.06666666666666667,6,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,[]
72,DragonStake ,6,3,0,0,0,9,9,15,5,5,0.5555555555555556,0.5555555555555556,0.6,4,0.3333333333333333,0.06666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.2,0.0,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.2,0.4,0.4666666666666667,0.26666666666666666,0.2,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.2,0.3333333333333333,0.26666666666666666,0.0,0.3333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.13333333333333333,0.06666666666666667,[]
73,StableLab,1,2,0,1,0,4,4,15,1,1,0.25,0.25,0.26666666666666666,0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,[]
74,Staker Space,1,0,0,0,10,1,11,15,1,6,0.09090909090909091,0.5454545454545454,0.06666666666666667,6,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.6,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.4,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.4666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.7333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.2,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.6,0.7333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.2,0.0,0.0,"['BHarvest', 'NodeStake', ' ', 'Bit Cat', 'Tan', 'Pareto', 'Sunsetting please redelegate Forbole']"
75,Ledger by Meria,0,0,0,14,0,14,14,15,2,3,0.14285714285714285,0.21428571428571427,0.9333333333333333,4,0.13333333333333333,0.13333333333333333,0.0,0.2,0.2,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.2,0.4,0.2,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.2,0.2,0.4666666666666667,0.6,0.13333333333333333,0.0,0.2,0.0,0.0,0.06666666666666667,0.26666666666666666,0.2,0.13333333333333333,0.0,0.0,0.2,0.0,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.13333333333333333,0.0,0.4,0.06666666666666667,0.0,0.0,0.0,0.5333333333333333,0.0,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.2,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,['Coinage x DAIC']
76,santorini,1,3,0,5,0,9,9,15,5,5,0.5555555555555556,0.5555555555555556,0.6,4,0.4,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.2,0.2,0.2,0.2,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.2,0.26666666666666666,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.26666666666666666,0.2,0.0,0.0,0.2,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.4,0.2,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.0,0.4,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.4,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,0.06666666666666667,0.26666666666666666,0.0,0.2,0.06666666666666667,[]
77,Skycatcher,4,1,0,0,0,5,5,15,3,2,0.6,0.4,0.3333333333333333,4,0.2,0.0,0.0,0.2,0.06666666666666667,0.26666666666666666,0.0,0.0,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.2,0.2,0.26666666666666666,0.2,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.2,0.0,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.2,0.0,0.06666666666666667,0.06666666666666667,[]
78,XMG Capital,3,1,0,1,4,5,9,15,4,6,0.4444444444444444,0.6666666666666666,0.3333333333333333,4,0.2,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0,0.2,0.2,0.26666666666666666,0.0,0.13333333333333333,0.26666666666666666,0.2,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.2,0.2,0.26666666666666666,0.4666666666666667,0.0,0.26666666666666666,0.26666666666666666,0.2,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.2,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.2,0.2,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.2,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.2,0.13333333333333333,0.26666666666666666,0.2,0.0,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.2,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,1.0,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.0,[]
79,Nodeplus,8,2,0,2,1,12,13,15,12,12,0.9230769230769231,0.9230769230769231,0.8,4,0.7333333333333333,0.13333333333333333,0.06666666666666667,0.4666666666666667,0.2,0.4,0.0,0.0,0.2,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.4,0.2,0.7333333333333333,0.4666666666666667,0.6,0.4666666666666667,0.06666666666666667,0.6,0.4666666666666667,0.2,0.3333333333333333,0.4666666666666667,0.0,0.4,0.6666666666666666,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.13333333333333333,0.0,0.06666666666666667,0.4,0.5333333333333333,0.6,0.06666666666666667,0.6,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.2,0.4,0.2,0.2,0.26666666666666666,0.4,0.13333333333333333,0.5333333333333333,0.2,0.06666666666666667,0.0,0.0,0.2,0.0,0.5333333333333333,0.2,0.5333333333333333,0.3333333333333333,0.0,0.6,0.26666666666666666,0.06666666666666667,0.4,0.2,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.2,0.3333333333333333,1.0,0.0,0.26666666666666666,0.13333333333333333,"['Imperatorco', 'ECO Stake ', 'Informal Systems', 'Frens ', 'Stakecito', 'polkachucom', 'Meria', 'Interstellar Lounge ', 'Allnodes', 'Enigma', '  AutoStake  StakeDrops']"
80,AUDITone,0,0,0,0,3,0,3,15,0,2,0.0,0.6666666666666666,0.0,6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2,0.0,0.13333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,[]
81,Polychain,1,1,0,2,0,4,4,15,4,4,1.0,1.0,0.26666666666666666,4,0.26666666666666666,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.2,0.06666666666666667,0.2,0.06666666666666667,0.0,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.2,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.2,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.26666666666666666,0.0,0.06666666666666667,0.13333333333333333,0.0,0.2,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,1.0,0.06666666666666667,[]
82,OWALLET,1,1,0,1,0,3,3,15,2,2,0.6666666666666666,0.6666666666666666,0.2,2,0.13333333333333333,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,1.0,[]
